employee_name,employee_code,on_date,status,status_code,remarks,seed_id
Alok Kumar,AFSM-001,2024-05-09,Present,0,Generated default Present: no absent/halfday mark,b3e07e98-3569-5449-b548-899dbc909b96
Alok Kumar,AFSM-001,2024-05-10,Present,0,Generated default Present: no absent/halfday mark,63805b31-4941-5c5a-8551-2e806ee894d5
Alok Kumar,AFSM-001,2024-05-11,Present,0,Generated default Present: no absent/halfday mark,23cc664a-e96c-5092-af36-e7b044f55131
Alok Kumar,AFSM-001,2024-05-12,Present,0,Generated default Present: no absent/halfday mark,27bdb24c-6d33-56ee-9c71-0c10d4059812
Alok Kumar,AFSM-001,2024-05-13,Present,0,Generated default Present: no absent/halfday mark,34f39af2-0521-5227-999e-2d5fb9248f5c
Alok Kumar,AFSM-001,2024-05-14,Present,0,Generated default Present: no absent/halfday mark,5bfecaf8-fe02-5f49-9efe-1d3d333fd7ae
Alok Kumar,AFSM-001,2024-05-15,Present,0,Generated default Present: no absent/halfday mark,8df9df3b-dd0d-5705-8137-e976531cf1e5
Alok Kumar,AFSM-001,2024-05-16,Present,0,Generated default Present: no absent/halfday mark,da0411d7-1625-5e3c-9ece-941e7d20f850
Alok Kumar,AFSM-001,2024-05-17,Present,0,Generated default Present: no absent/halfday mark,54dbc9be-d7d0-5498-8b10-0582b4234409
Alok Kumar,AFSM-001,2024-05-18,Present,0,Generated default Present: no absent/halfday mark,abc6bcb7-6954-546e-b3b4-362980961ebd
Alok Kumar,AFSM-001,2024-05-19,Present,0,Generated default Present: no absent/halfday mark,ffa226b5-f94b-5e6d-876d-05cf0f2f3d1a
Alok Kumar,AFSM-001,2024-05-20,Present,0,Generated default Present: no absent/halfday mark,c9998647-aaa9-58fe-8470-452faf23545e
Alok Kumar,AFSM-001,2024-05-21,Present,0,Generated default Present: no absent/halfday mark,ab2ae3b6-db63-50e6-95e8-73a78b9a9d36
Alok Kumar,AFSM-001,2024-05-22,Present,0,Generated default Present: no absent/halfday mark,22df9473-f2c7-5d73-8fb0-c0a5c1b0c5b1
Alok Kumar,AFSM-001,2024-05-23,Present,0,Generated default Present: no absent/halfday mark,8defbd2d-6846-5aeb-9f89-87b70a908d71
Alok Kumar,AFSM-001,2024-05-24,Present,0,Generated default Present: no absent/halfday mark,230d111e-f1f2-521b-984c-544cfcbb6111
Alok Kumar,AFSM-001,2024-05-25,Present,0,Generated default Present: no absent/halfday mark,2300f45d-de72-50c8-83a8-8acc2eeb8e8b
Alok Kumar,AFSM-001,2024-05-26,Present,0,Generated default Present: no absent/halfday mark,5399de8b-9eac-563f-b689-efb72161bb75
Alok Kumar,AFSM-001,2024-05-27,Present,0,Generated default Present: no absent/halfday mark,c9cf19b9-b6da-5169-b74e-643ae393216d
Alok Kumar,AFSM-001,2024-05-28,Present,0,Generated default Present: no absent/halfday mark,93c51d5f-81ae-548f-8baa-d54749ca7460
Alok Kumar,AFSM-001,2024-05-29,Present,0,Generated default Present: no absent/halfday mark,c236a922-1112-5166-974d-3e47b8b457cd
Alok Kumar,AFSM-001,2024-05-30,Present,0,Generated default Present: no absent/halfday mark,9cb685d4-fd8a-5725-8c3f-359f73f6c674
Alok Kumar,AFSM-001,2024-05-31,Present,0,Generated default Present: no absent/halfday mark,86f76686-ee78-5b7c-918b-2653e6202bbd
Alok Kumar,AFSM-001,2024-06-01,Present,0,Generated default Present: no absent/halfday mark,8cbca137-ae4f-50a1-be04-e9bc8797c069
Alok Kumar,AFSM-001,2024-06-02,Present,0,Generated default Present: no absent/halfday mark,3dea5275-71c7-51ef-a3aa-1a4e0197ba23
Alok Kumar,AFSM-001,2024-06-03,Present,0,Generated default Present: no absent/halfday mark,f09116d3-80e5-5001-917c-6dc3c48fe43b
Alok Kumar,AFSM-001,2024-06-04,Present,0,Generated default Present: no absent/halfday mark,b56e313e-2b65-56f1-9ae8-7890cc69904d
Alok Kumar,AFSM-001,2024-06-05,Present,0,Generated default Present: no absent/halfday mark,dbf4fe74-8deb-5cab-b614-3d0a6ad5d83c
Alok Kumar,AFSM-001,2024-06-06,Present,0,Generated default Present: no absent/halfday mark,77431d0b-3b16-5b8a-a6b6-286cbdc1934f
Alok Kumar,AFSM-001,2024-06-07,Present,0,Generated default Present: no absent/halfday mark,eaad9030-bc0f-563a-bd49-064bdc2e7fa0
Alok Kumar,AFSM-001,2024-06-08,Present,0,Generated default Present: no absent/halfday mark,58c0a47a-1b16-5828-bc51-cc67084af812
Alok Kumar,AFSM-001,2024-06-09,Present,0,Generated default Present: no absent/halfday mark,74d6671f-c613-59bd-b870-979ecbc5684e
Alok Kumar,AFSM-001,2024-06-10,Present,0,Generated default Present: no absent/halfday mark,edff1517-fda0-5781-9b08-e82c04b9288d
Alok Kumar,AFSM-001,2024-06-11,Present,0,Generated default Present: no absent/halfday mark,5ac7dd7f-3299-5277-8581-1ba737f49a9b
Alok Kumar,AFSM-001,2024-06-12,Present,0,Generated default Present: no absent/halfday mark,f248355e-36bb-597b-b736-b8438a90c123
Alok Kumar,AFSM-001,2024-06-13,Present,0,Generated default Present: no absent/halfday mark,6bf678bc-c9e7-5c18-b179-f9bbca100826
Alok Kumar,AFSM-001,2024-06-14,Present,0,Generated default Present: no absent/halfday mark,a0190a94-d31c-5504-8e24-fe1fbbb6b5f2
Alok Kumar,AFSM-001,2024-06-15,Present,0,Generated default Present: no absent/halfday mark,064bf648-8c6a-5d75-bed8-f611c232c365
Alok Kumar,AFSM-001,2024-06-16,Present,0,Generated default Present: no absent/halfday mark,09254dd2-4aa0-5398-82b9-5606682c017d
Alok Kumar,AFSM-001,2024-06-17,Present,0,Generated default Present: no absent/halfday mark,6d10b4ac-bc67-541a-aedf-fea5e025aa3c
Alok Kumar,AFSM-001,2024-06-18,Present,0,Generated default Present: no absent/halfday mark,c1b8cd66-ec20-5d03-a8ec-e5e84680429b
Alok Kumar,AFSM-001,2024-06-19,Present,0,Generated default Present: no absent/halfday mark,974ce87a-80db-5318-8d4b-3c76efe373c7
Alok Kumar,AFSM-001,2024-06-20,Present,0,Generated default Present: no absent/halfday mark,aed6bc4f-3f17-54eb-bce6-2def9ae665cd
Alok Kumar,AFSM-001,2024-06-21,Present,0,Generated default Present: no absent/halfday mark,764d4d10-a83b-598a-b213-f452deb5df59
Alok Kumar,AFSM-001,2024-06-22,Present,0,Generated default Present: no absent/halfday mark,1ce6adeb-a85a-51f3-9182-be084674baa8
Alok Kumar,AFSM-001,2024-06-23,Present,0,Generated default Present: no absent/halfday mark,7376d343-694c-51a9-9ae6-aa760c80fe8b
Alok Kumar,AFSM-001,2024-06-24,Present,0,Generated default Present: no absent/halfday mark,b09bb562-9579-507a-ba56-7f012eb58457
Alok Kumar,AFSM-001,2024-06-25,Present,0,Generated default Present: no absent/halfday mark,d820110f-9a9e-563a-ade1-e0f8214c84e3
Alok Kumar,AFSM-001,2024-06-26,Present,0,Generated default Present: no absent/halfday mark,1c8cc2ed-4f90-5d7f-bb2a-7a59032e5502
Alok Kumar,AFSM-001,2024-06-27,Present,0,Generated default Present: no absent/halfday mark,3ad6b16e-3bb0-5d5a-99b3-83fa7294513f
Alok Kumar,AFSM-001,2024-06-28,Present,0,Generated default Present: no absent/halfday mark,9c3579c3-d4f7-5cd3-82fb-79e931cd4fea
Alok Kumar,AFSM-001,2024-06-29,Present,0,Generated default Present: no absent/halfday mark,63c231d6-4edc-5d66-b275-2007014c1451
Alok Kumar,AFSM-001,2024-06-30,Present,0,Generated default Present: no absent/halfday mark,6af171b0-f7a1-5215-8cb3-ddabaff6de5e
Alok Kumar,AFSM-001,2024-07-01,Present,0,Generated default Present: no absent/halfday mark,f9f7c02b-daf5-58eb-97f4-bb37ccdf7a85
Alok Kumar,AFSM-001,2024-07-02,Present,0,Generated default Present: no absent/halfday mark,35a59a3a-bd3c-51b3-967b-103a546d4654
Alok Kumar,AFSM-001,2024-07-03,Present,0,Generated default Present: no absent/halfday mark,c1048e7f-02fd-5343-b1f7-fafd2ffd7ba3
Alok Kumar,AFSM-001,2024-07-04,Present,0,Generated default Present: no absent/halfday mark,de5367d0-8b67-5b96-afbf-8bbb77d34b73
Alok Kumar,AFSM-001,2024-07-05,Present,0,Generated default Present: no absent/halfday mark,0093374f-ca47-5045-82a7-37d8a32486a4
Alok Kumar,AFSM-001,2024-07-06,Present,0,Generated default Present: no absent/halfday mark,9179a490-d206-5aa7-a0d1-f8b3e1bdaf53
Alok Kumar,AFSM-001,2024-07-07,Present,0,Generated default Present: no absent/halfday mark,1d9dbccc-8684-5fd6-bea2-725b03855ba1
Alok Kumar,AFSM-001,2024-07-08,Present,0,Generated default Present: no absent/halfday mark,43eef3b0-a9d4-5432-bfd0-e48a37e8f474
Alok Kumar,AFSM-001,2024-07-09,Present,0,Generated default Present: no absent/halfday mark,cad10dc5-b4e2-50f9-9de0-2dafa9a3ea5a
Alok Kumar,AFSM-001,2024-07-10,Present,0,Generated default Present: no absent/halfday mark,b5458c6d-a364-574c-866e-1d09bd7997b7
Alok Kumar,AFSM-001,2024-07-11,Present,0,Generated default Present: no absent/halfday mark,36b4320a-9372-5c38-9a77-cf268d2f47cb
Alok Kumar,AFSM-001,2024-07-12,Present,0,Generated default Present: no absent/halfday mark,56da64c4-c8de-5495-8f2d-8e815a2718ad
Alok Kumar,AFSM-001,2024-07-13,Present,0,Generated default Present: no absent/halfday mark,840036c5-8b90-5d1a-8ab6-163b976672e3
Alok Kumar,AFSM-001,2024-07-14,Present,0,Generated default Present: no absent/halfday mark,033099e8-92d8-520c-a4a9-ca4d8ea8cea7
Alok Kumar,AFSM-001,2024-07-15,Present,0,Generated default Present: no absent/halfday mark,b887c211-320d-53ce-9e79-f464265a7cfe
Alok Kumar,AFSM-001,2024-07-16,Present,0,Generated default Present: no absent/halfday mark,d8deb931-1347-54f7-893f-84d0c50f9506
Alok Kumar,AFSM-001,2024-07-17,Present,0,Generated default Present: no absent/halfday mark,fd1b3f35-0507-5692-9ed2-62283dc60135
Alok Kumar,AFSM-001,2024-07-18,Present,0,Generated default Present: no absent/halfday mark,4f15fc6b-e3e7-5d81-abfd-61297d1d3fc0
Alok Kumar,AFSM-001,2024-07-19,Present,0,Generated default Present: no absent/halfday mark,0620f45f-617f-5c7d-b0dc-196cc06eb616
Alok Kumar,AFSM-001,2024-07-20,Present,0,Generated default Present: no absent/halfday mark,cbaf1d5c-2eaa-5266-84db-c61ef022f10d
Alok Kumar,AFSM-001,2024-07-21,Present,0,Generated default Present: no absent/halfday mark,867b1d42-bdc7-522e-8be3-2962b325807e
Alok Kumar,AFSM-001,2024-07-22,Present,0,Generated default Present: no absent/halfday mark,08fb8b02-bd94-5d75-9abe-cb9276a3b7a6
Alok Kumar,AFSM-001,2024-07-23,Present,0,Generated default Present: no absent/halfday mark,3d0b40fb-561f-5818-bbdd-fcd92de6e970
Alok Kumar,AFSM-001,2024-07-24,Present,0,Generated default Present: no absent/halfday mark,ca629746-c9a9-5a43-933e-6048de405eb9
Alok Kumar,AFSM-001,2024-07-25,Present,0,Generated default Present: no absent/halfday mark,933ed4e1-4f5d-5efb-a5ac-d24c26316b49
Alok Kumar,AFSM-001,2024-07-26,Present,0,Generated default Present: no absent/halfday mark,adbc2623-4cc7-532c-a960-61427bbeae34
Alok Kumar,AFSM-001,2024-07-27,Present,0,Generated default Present: no absent/halfday mark,83d09a9d-6bfe-5ae9-8d3d-d23df806ff99
Alok Kumar,AFSM-001,2024-07-28,Present,0,Generated default Present: no absent/halfday mark,597f58c8-a2df-5e88-baa2-b5f0ded7fd9f
Alok Kumar,AFSM-001,2024-07-29,Present,0,Generated default Present: no absent/halfday mark,4d57d7d6-b311-515c-8893-3b241a19f36a
Alok Kumar,AFSM-001,2024-07-30,Present,0,Generated default Present: no absent/halfday mark,fe2836d7-89f8-58b6-b4f4-0f5dca6eda7c
Alok Kumar,AFSM-001,2024-07-31,Present,0,Generated default Present: no absent/halfday mark,c3207584-58d4-5dff-9064-dc66f884b796
Alok Kumar,AFSM-001,2024-08-01,Present,0,Generated default Present: no absent/halfday mark,9d52ae1d-fb97-5027-b1ce-eb0d1eb28498
Alok Kumar,AFSM-001,2024-08-02,Present,0,Generated default Present: no absent/halfday mark,7660ea69-9d3b-5a8b-895d-16c5023bb084
Alok Kumar,AFSM-001,2024-08-03,Present,0,Generated default Present: no absent/halfday mark,1629eeb0-0bda-5a9e-aaae-05991c76a947
Alok Kumar,AFSM-001,2024-08-04,Present,0,Generated default Present: no absent/halfday mark,d8eb2691-984e-504c-99e6-c8d7677d59b8
Alok Kumar,AFSM-001,2024-08-05,Present,0,Generated default Present: no absent/halfday mark,c2b78fee-fb7d-52f0-b31a-d164441f70be
Alok Kumar,AFSM-001,2024-08-06,Present,0,Generated default Present: no absent/halfday mark,37b9f478-5260-5005-a812-25a502050fe4
Alok Kumar,AFSM-001,2024-08-07,Present,0,Generated default Present: no absent/halfday mark,f58654ce-ed4b-52b2-8fa0-8277b69dbb96
Alok Kumar,AFSM-001,2024-08-08,Present,0,Generated default Present: no absent/halfday mark,0217be42-efc5-5983-b9e8-c12e0a7eafab
Alok Kumar,AFSM-001,2024-08-09,Present,0,Generated default Present: no absent/halfday mark,5f8b3705-7483-50e1-ac15-a52f7127e340
Alok Kumar,AFSM-001,2024-08-10,Present,0,Generated default Present: no absent/halfday mark,cca6d51b-877e-5500-bb30-ae159fd90214
Alok Kumar,AFSM-001,2024-08-11,Present,0,Generated default Present: no absent/halfday mark,9d907513-1198-5897-8274-aeff414b9a3c
Alok Kumar,AFSM-001,2024-08-12,Present,0,Generated default Present: no absent/halfday mark,f74e51c1-b988-5cf2-8522-bd1bd81a7335
Alok Kumar,AFSM-001,2024-08-13,Present,0,Generated default Present: no absent/halfday mark,7ce3a08d-6b95-5bbf-91f9-0d4e89de8b72
Alok Kumar,AFSM-001,2024-08-14,Present,0,Generated default Present: no absent/halfday mark,55064f15-ae7d-5b04-8adf-f206645d842e
Alok Kumar,AFSM-001,2024-08-15,Present,0,Generated default Present: no absent/halfday mark,61a2379a-7637-5765-9960-0dd712b0278a
Alok Kumar,AFSM-001,2024-08-16,Present,0,Generated default Present: no absent/halfday mark,1e5d266f-7001-5f45-bc97-d5c301345221
Alok Kumar,AFSM-001,2024-08-17,Present,0,Generated default Present: no absent/halfday mark,5f710a74-13b8-53d7-8249-b3adb53c0152
Alok Kumar,AFSM-001,2024-08-18,Present,0,Generated default Present: no absent/halfday mark,f839f5b5-6c3e-5032-8594-7b919126b674
Alok Kumar,AFSM-001,2024-08-19,Present,0,Generated default Present: no absent/halfday mark,3f4c579d-b49b-5023-9be4-a22f1201c72a
Alok Kumar,AFSM-001,2024-08-20,Present,0,Generated default Present: no absent/halfday mark,b9ce5af9-b25d-5d22-91b7-ff0baeb4ba25
Alok Kumar,AFSM-001,2024-08-21,Present,0,Generated default Present: no absent/halfday mark,94e1f997-573e-5535-a069-7603aedf03bf
Alok Kumar,AFSM-001,2024-08-22,Present,0,Generated default Present: no absent/halfday mark,294e4849-24c4-5930-b998-bedde0e06cc6
Alok Kumar,AFSM-001,2024-08-23,Present,0,Generated default Present: no absent/halfday mark,a73603e4-0ad3-54ae-a628-a1a4e99c41f8
Alok Kumar,AFSM-001,2024-08-24,Present,0,Generated default Present: no absent/halfday mark,b7621073-9533-514c-8e8f-500664e0d100
Alok Kumar,AFSM-001,2024-08-25,Present,0,Generated default Present: no absent/halfday mark,1927afef-a706-5da5-ac3b-3d8b058f9f86
Alok Kumar,AFSM-001,2024-08-26,Present,0,Generated default Present: no absent/halfday mark,ff45c3c0-a32b-5a14-9b75-7fc45d8f37d8
Alok Kumar,AFSM-001,2024-08-27,Present,0,Generated default Present: no absent/halfday mark,5629b106-8e99-5a9d-874c-d4035d85868f
Alok Kumar,AFSM-001,2024-08-28,Present,0,Generated default Present: no absent/halfday mark,9457c6ab-e40a-5237-b2d8-1e0dccaf1fdd
Alok Kumar,AFSM-001,2024-08-29,Present,0,Generated default Present: no absent/halfday mark,67d0179f-f658-5572-9411-ae898c9f47ab
Alok Kumar,AFSM-001,2024-08-30,Present,0,Generated default Present: no absent/halfday mark,d8352fbe-6c82-53d9-8fab-5f6db2433f73
Alok Kumar,AFSM-001,2024-08-31,Present,0,Generated default Present: no absent/halfday mark,bd6fad63-d2ce-510a-9114-38889e198c19
Alok Kumar,AFSM-001,2024-09-01,Present,0,Generated default Present: no absent/halfday mark,abfa71e1-a2ea-5743-975e-4cbb08c01667
Alok Kumar,AFSM-001,2024-09-02,Present,0,Generated default Present: no absent/halfday mark,dc28ec58-0253-555f-ad10-518d44456b52
Alok Kumar,AFSM-001,2024-09-03,Present,0,Generated default Present: no absent/halfday mark,d4489760-c30f-5915-aa71-3c5e4d3e80e4
Alok Kumar,AFSM-001,2024-09-04,Present,0,Generated default Present: no absent/halfday mark,623ed204-01a4-599e-9693-01730b9315a3
Alok Kumar,AFSM-001,2024-09-05,Present,0,Generated default Present: no absent/halfday mark,3e6ffc6e-2245-5f06-a6ca-79c009e0f74b
Alok Kumar,AFSM-001,2024-09-06,Present,0,Generated default Present: no absent/halfday mark,912f2b2a-f0bb-519e-a782-71ec955eda47
Alok Kumar,AFSM-001,2024-09-07,Present,0,Generated default Present: no absent/halfday mark,c571163d-54ff-5a50-a2d0-8a10c5ba996f
Alok Kumar,AFSM-001,2024-09-08,Present,0,Generated default Present: no absent/halfday mark,3b0dbb2c-127d-50c1-85ce-0d601cf65984
Alok Kumar,AFSM-001,2024-09-09,Present,0,Generated default Present: no absent/halfday mark,e0b563b4-8535-5e5f-8be7-fc3936ef8278
Alok Kumar,AFSM-001,2024-09-10,Present,0,Generated default Present: no absent/halfday mark,b8ec4a7d-f4b6-5e15-854c-e1e12a483a18
Alok Kumar,AFSM-001,2024-09-11,Present,0,Generated default Present: no absent/halfday mark,47981b80-a05f-5608-a20d-1cd2003196e6
Alok Kumar,AFSM-001,2024-09-12,Present,0,Generated default Present: no absent/halfday mark,fa88eaca-3519-5282-b0cc-4424130991bc
Alok Kumar,AFSM-001,2024-09-13,Present,0,Generated default Present: no absent/halfday mark,133491b9-80ff-50fd-8404-f3a2cf851a88
Alok Kumar,AFSM-001,2024-09-14,Present,0,Generated default Present: no absent/halfday mark,00fe6683-e113-5f9d-973c-a5172591edbe
Alok Kumar,AFSM-001,2024-09-15,Present,0,Generated default Present: no absent/halfday mark,ad7dd785-2efb-5e13-ad9c-27f9c1e97bd9
Alok Kumar,AFSM-001,2024-09-16,Present,0,Generated default Present: no absent/halfday mark,6c580e50-998d-5b6a-b94c-92f6e9ddb7ed
Alok Kumar,AFSM-001,2024-09-17,Present,0,Generated default Present: no absent/halfday mark,e7fe2b97-4206-58fb-ad3d-822555d4f09b
Alok Kumar,AFSM-001,2024-09-18,Present,0,Generated default Present: no absent/halfday mark,2bdf6a09-5d00-5e44-bb4f-d71f70bb4a59
Alok Kumar,AFSM-001,2024-09-19,Present,0,Generated default Present: no absent/halfday mark,b5c3ce48-e67f-5d5b-8924-a8b21630d361
Alok Kumar,AFSM-001,2024-09-20,Present,0,Generated default Present: no absent/halfday mark,b9ff7959-739f-541b-bf35-8127e73ad4a6
Alok Kumar,AFSM-001,2024-09-21,Present,0,Generated default Present: no absent/halfday mark,c2339b3b-fc5e-5f05-83bf-a497829aacc2
Alok Kumar,AFSM-001,2024-09-22,Present,0,Generated default Present: no absent/halfday mark,bf12991f-1b17-5632-9797-91566de487f0
Alok Kumar,AFSM-001,2024-09-23,Present,0,Generated default Present: no absent/halfday mark,15a23ec0-8df1-55d6-b9bd-36ad8ec5f333
Alok Kumar,AFSM-001,2024-09-24,Present,0,Generated default Present: no absent/halfday mark,4828e7b5-babf-52b9-bafa-43f72980d35d
Alok Kumar,AFSM-001,2024-09-25,Present,0,Generated default Present: no absent/halfday mark,392e67e1-f7a5-58f1-afb2-53a2db0ea745
Alok Kumar,AFSM-001,2024-09-26,Present,0,Generated default Present: no absent/halfday mark,6e20b6e4-76e2-5d4c-b712-8c0831859653
Alok Kumar,AFSM-001,2024-09-27,Present,0,Generated default Present: no absent/halfday mark,57499a2e-0de2-5d4d-b9ed-2a55b1916fff
Alok Kumar,AFSM-001,2024-09-28,Present,0,Generated default Present: no absent/halfday mark,4d93a0ef-750f-5125-86b2-5deb5d774722
Alok Kumar,AFSM-001,2024-09-29,Present,0,Generated default Present: no absent/halfday mark,73e90606-c861-5870-905a-2288d210ee3a
Alok Kumar,AFSM-001,2024-09-30,Present,0,Generated default Present: no absent/halfday mark,c050c31b-0fd0-585d-b942-54f4cd372992
Alok Kumar,AFSM-001,2024-10-01,Present,0,Generated default Present: no absent/halfday mark,dc0d10f6-f367-59c0-ba54-9ba7d720864b
Alok Kumar,AFSM-001,2024-10-02,Present,0,Generated default Present: no absent/halfday mark,dbb76122-8376-5a96-93c9-17c70ef1f864
Alok Kumar,AFSM-001,2024-10-03,Present,0,Generated default Present: no absent/halfday mark,77c254cc-97e4-5583-88b2-48f0a131137f
Alok Kumar,AFSM-001,2024-10-04,Present,0,Generated default Present: no absent/halfday mark,d048ad21-1513-532e-bcc9-4a1bbb75503b
Alok Kumar,AFSM-001,2024-10-05,Present,0,Generated default Present: no absent/halfday mark,e3ff162a-46fd-5267-9e8f-6283590eb297
Alok Kumar,AFSM-001,2024-10-06,Present,0,Generated default Present: no absent/halfday mark,ac0c405a-7459-578c-b17f-fc1b0b8b1c35
Alok Kumar,AFSM-001,2024-10-07,Present,0,Generated default Present: no absent/halfday mark,7fccb1a3-b139-5861-b157-d7b30cd8d186
Alok Kumar,AFSM-001,2024-10-08,Present,0,Generated default Present: no absent/halfday mark,6d1ac194-4e8b-5a6f-a606-6e543ee6f5a5
Alok Kumar,AFSM-001,2024-10-09,Present,0,Generated default Present: no absent/halfday mark,e3c497b8-7e6a-5eb6-8827-496f716caece
Alok Kumar,AFSM-001,2024-10-10,Present,0,Generated default Present: no absent/halfday mark,7381f2e4-4b11-59a1-93ea-29e5b670c141
Alok Kumar,AFSM-001,2024-10-11,Present,0,Generated default Present: no absent/halfday mark,59102e5c-531c-5591-b8c0-003ef35d2e27
Alok Kumar,AFSM-001,2024-10-12,Present,0,Generated default Present: no absent/halfday mark,abf6875e-e191-5036-bdf2-fb94680a0721
Alok Kumar,AFSM-001,2024-10-13,Present,0,Generated default Present: no absent/halfday mark,791834b4-de5b-54cf-b9c5-f30625b3dc84
